Date ,Ward,Cumulative_cases,Num_of_sealed_buildings,Num_of_containment_zones_slums_and_chawls,Num_of_sealed_floors
2021-04-25,S,28490,2,1,
2021-04-25,T,30674,10,2,
2021-04-26,A,14289,5,6,
2021-04-26,B,3530,2,0,
2021-04-26,C,6466,7,1,
2021-04-26,D,28736,276,4,
2021-04-26,E,18465,55,13,
2021-04-26,FN,25024,3,0,
2021-04-26,FS,18082,66,0,
2021-04-26,GN,25291,18,0,
2021-04-26,GS,19437,18,4,
2021-04-26,HE,20757,13,2,
2021-04-26,HW,25810,15,1,
2021-04-26,KE,39318,47,17,
2021-04-26,KW,45559,343,0,
2021-04-26,L,22079,83,15,
2021-04-26,ME,18709,9,9,
2021-04-26,MW,20380,90,7,
2021-04-26,N,30009,4,0,
2021-04-26,PN,37403,10,0,
2021-04-26,PS,28707,15,0,
2021-04-26,RC,41162,0,0,
2021-04-26,RN,17995,13,4,
2021-04-26,RS,38533,25,25,
2021-04-26,S,28621,4,1,
2021-04-26,T,30819,10,2,
2021-04-27,A,14416,5,7,
2021-04-27,B,3554,3,0,
2021-04-27,C,6490,6,1,
2021-04-27,D,28976,270,4,
2021-04-27,E,18623,55,13,
2021-04-27,FN,25157,3,0,
2021-04-27,FS,18175,64,0,
2021-04-27,GN,25383,19,1,
2021-04-27,GS,19547,16,4,
2021-04-27,HE,21052,9,1,
2021-04-27,HW,25960,13,1,
2021-04-27,KE,39604,53,21,
2021-04-27,KW,45808,338,0,
2021-04-27,L,22198,86,15,
2021-04-27,ME,18817,8,12,
2021-04-27,MW,20487,89,7,
2021-04-27,N,30162,3,0,
2021-04-27,PN,37637,10,0,
2021-04-27,PS,28874,11,0,
2021-04-27,RC,41464,0,0,
2021-04-27,RN,18118,12,4,
2021-04-27,RS,38796,26,25,
2021-04-27,S,28745,4,2,
2021-04-27,T,30946,11,2,
2021-04-28,A,14526,5,6,
2021-04-28,B,3574,3,0,
2021-04-28,C,6520,5,1,
2021-04-28,D,29266,265,4,
2021-04-28,E,18786,58,13,
2021-04-28,FN,25300,5,0,
2021-04-28,FS,18284,59,0,
2021-04-28,GN,25516,11,2,
2021-04-28,GS,19688,19,3,
2021-04-28,HE,21194,8,1,
2021-04-28,HW,26199,6,1,
2021-04-28,KE,39931,48,20,
2021-04-28,KW,46177,338,0,
2021-04-28,L,22310,84,15,
2021-04-28,ME,18955,7,11,
2021-04-28,MW,20595,81,7,
2021-04-28,N,30319,3,0,
2021-04-28,PN,38005,12,0,
2021-04-28,PS,29153,12,0,
2021-04-28,RC,41831,0,0,
2021-04-28,RN,18345,22,4,
2021-04-28,RS,39209,36,23,
2021-04-28,S,28925,4,2,
2021-04-28,T,31096,10,2,
2021-04-29,A,,8,6,
2021-04-29,B,,3,0,
2021-04-29,C,,5,1,
2021-04-29,D,,251,3,
2021-04-29,E,,59,13,
2021-04-29,FN,,4,0,
2021-04-29,FS,,54,0,
2021-04-29,GN,,12,2,
2021-04-29,GS,,15,3,
2021-04-29,HE,,7,1,
2021-04-29,HW,,2,2,
2021-04-29,KE,,41,20,
2021-04-29,KW,,312,0,
2021-04-29,L,,82,15,
2021-04-29,ME,,5,10,
2021-04-29,MW,,66,7,
2021-04-29,N,,2,0,
2021-04-29,PN,,11,0,
2021-04-29,PS,,10,0,
2021-04-29,RC,,0,0,
2021-04-29,RN,,20,4,
2021-04-29,RS,,36,21,
2021-04-29,S,,4,2,
2021-04-29,T,,8,2,
2021-04-30,A,14030,9,5,
2021-04-30,B,3559,2,0,
2021-04-30,C,6324,4,1,
2021-04-30,D,29998,249,4,
2021-04-30,E,18425,60,12,
2021-04-30,FN,24269,4,0,
2021-04-30,FS,18492,47,0,
2021-04-30,GN,25766,8,2,
2021-04-30,GS,19891,13,2,
2021-04-30,HE,21807,7,1,
2021-04-30,HW,24902,1,2,
2021-04-30,KE,40145,38,20,
2021-04-30,KW,46673,291,0,
2021-04-30,L,22738,77,15,
2021-04-30,ME,18873,4,11,
2021-04-30,MW,20971,68,7,
2021-04-30,N,30274,2,0,
2021-04-30,PN,38269,13,0,
2021-04-30,PS,29052,9,0,
2021-04-30,RC,43488,0,0,
2021-04-30,RN,18593,18,4,
2021-04-30,RS,39100,42,21,
2021-04-30,S,29213,6,2,
2021-04-30,T,31142,7,2,
2021-05-01,A,14105,7,5,
2021-05-01,B,3576,2,0,
2021-05-01,C,6349,4,1,
2021-05-01,D,30197,235,4,
2021-05-01,E,18528,58,12,
2021-05-01,FN,24383,5,0,
2021-05-01,FS,18564,37,0,
2021-05-01,GN,25891,10,3,
2021-05-01,GS,19996,18,2,
2021-05-01,HE,21947,7,1,
2021-05-01,HW,25035,0,2,
2021-05-01,KE,40424,34,18,
2021-05-01,KW,46967,265,0,
2021-05-01,L,22861,69,15,
2021-05-01,ME,18969,7,10,
2021-05-01,MW,21050,58,7,
2021-05-01,N,30399,2,0,
2021-05-01,PN,38512,10,0,
2021-05-01,PS,29250,7,0,
2021-05-01,RC,43774,0,0,
2021-05-01,RN,18753,16,4,
2021-05-01,RS,39409,39,19,
2021-05-01,S,29346,8,2,
2021-05-01,T,31261,5,2,
2021-05-02,A,14196,4,4,
2021-05-02,B,3587,2,0,
2021-05-02,C,6365,2,0,
2021-05-02,D,30323,211,4,
2021-05-02,E,18637,60,11,
2021-05-02,FN,24478,6,0,
2021-05-02,FS,18625,31,0,
2021-05-02,GN,26025,10,3,
2021-05-02,GS,20110,13,0,
2021-05-02,HE,22112,8,0,
2021-05-02,HW,25174,0,2,
2021-05-02,KE,40721,27,17,
2021-05-02,KW,47458,251,0,
2021-05-02,L,22970,61,13,
2021-05-02,ME,19047,5,6,
2021-05-02,MW,21103,50,7,
2021-05-02,N,30506,2,0,
2021-05-02,PN,38740,9,0,
2021-05-02,PS,29393,5,0,
2021-05-02,RC,44050,0,0,
2021-05-02,RN,18935,13,4,
2021-05-02,RS,39696,32,18,
2021-05-02,S,29459,8,2,
2021-05-02,T,31393,4,2,
2021-05-03,A,14235,5,5,99
2021-05-03,B,3601,2,0,85
2021-05-03,C,6383,2,0,157
2021-05-03,D,30417,183,4,417
2021-05-03,E,18721,60,12,56
2021-05-03,FN,24555,4,0,56
2021-05-03,FS,18667,33,0,214
2021-05-03,GN,26112,15,3,357
2021-05-03,GS,20182,12,0,106
2021-05-03,HE,22179,6,0,3
2021-05-03,HW,25284,0,2,8
2021-05-03,KE,40913,18,16,594
2021-05-03,KW,47479,224,0,1211
2021-05-03,L,23062,56,12,89
2021-05-03,ME,19126,9,10,77
2021-05-03,MW,21136,51,6,334
2021-05-03,N,30579,2,0,61
2021-05-03,PN,38942,9,0,140
2021-05-03,PS,29529,4,0,1820
2021-05-03,RC,44263,0,0,81
2021-05-03,RN,19046,13,4,116
2021-05-03,RS,39887,30,18,1735
2021-05-03,S,29561,11,4,20
2021-05-03,T,31459,4,2,1300
2021-05-04,A,14306,6,5,114
2021-05-04,B,3616,1,0,94
2021-05-04,C,6399,1,0,155
2021-05-04,D,30562,164,4,415
2021-05-04,E,18827,57,12,54
2021-05-04,FN,24619,5,0,57
2021-05-04,FS,18712,27,0,203
2021-05-04,GN,26210,22,3,399
2021-05-04,GS,20253,16,0,99
2021-05-04,HE,22244,5,0,4
2021-05-04,HW,25384,0,2,7
2021-05-04,KE,41099,16,18,626
2021-05-04,KW,47671,215,0,1183
2021-05-04,L,23135,58,14,89
2021-05-04,ME,19180,12,11,79
2021-05-04,MW,21195,54,6,344
2021-05-04,N,30639,2,0,114
2021-05-04,PN,39124,9,0,98
2021-05-04,PS,29661,3,0,1723
2021-05-04,RC,44489,0,0,88
2021-05-04,RN,19166,10,4,117
2021-05-04,RS,40027,31,17,1770
2021-05-04,S,29664,11,4,20
2021-05-04,T,31573,3,2,1217
2021-05-05,A,14394,7,5,105
2021-05-05,B,3629,1,0,89
2021-05-05,C,6417,1,0,135
2021-05-05,D,30716,132,4,415
2021-05-05,E,18908,51,13,64
2021-05-05,FN,24744,7,0,53
2021-05-05,FS,18792,24,0,194
2021-05-05,GN,26320,24,4,428
2021-05-05,GS,20389,13,0,75
2021-05-05,HE,22381,3,0,5
2021-05-05,HW,25510,0,1,8
2021-05-05,KE,41336,11,17,611
2021-05-05,KW,47974,191,0,1147
2021-05-05,L,23248,52,10,89
2021-05-05,ME,19289,10,7,76
2021-05-05,MW,21283,49,6,310
2021-05-05,N,30774,2,0,129
2021-05-05,PN,39375,6,0,155
2021-05-05,PS,29816,3,0,1644
2021-05-05,RC,44804,0,0,95
2021-05-05,RN,19367,11,4,140
2021-05-05,RS,40315,34,19,1707
2021-05-05,S,29794,11,4,20
2021-05-05,T,31681,2,2,1154
2021-05-06,A,,10,4,90
2021-05-06,B,,0,0,89
2021-05-06,C,,1,0,121
2021-05-06,D,,121,4,409
2021-05-06,E,,47,12,66
2021-05-06,FN,,7,0,47
2021-05-06,FS,,27,0,183
2021-05-06,GN,,25,4,446
2021-05-06,GS,,10,0,63
2021-05-06,HE,,11,0,4
2021-05-06,HW,,0,1,6
2021-05-06,KE,,9,16,575
2021-05-06,KW,,176,0,1122
2021-05-06,L,,45,10,93
2021-05-06,ME,,14,8,74
2021-05-06,MW,,47,4,291
2021-05-06,N,,2,0,131
2021-05-06,PN,,6,0,150
2021-05-06,PS,,1,0,1566
2021-05-06,RC,,0,0,92
2021-05-06,RN,,10,5,139
2021-05-06,RS,,36,22,1840
2021-05-06,S,,11,4,20
2021-05-06,T,,1,2,1041
2021-05-07,A,,10,4,84
2021-05-07,B,,1,0,78
2021-05-07,C,,1,0,107
2021-05-07,D,,112,4,407
2021-05-07,E,,45,10,66
2021-05-07,FN,,5,0,46
2021-05-07,FS,,25,0,170
2021-05-07,GN,,27,4,455
2021-05-07,GS,,6,0,50
2021-05-07,HE,,11,0,4
2021-05-07,HW,,6,1,7
2021-05-07,KE,,6,15,558
2021-05-07,KW,,170,0,1047
2021-05-07,L,,43,11,91
2021-05-07,ME,,6,8,62
2021-05-07,MW,,44,5,279
2021-05-07,N,,3,0,120
2021-05-07,PN,,6,0,138
2021-05-07,PS,,1,0,1416
2021-05-07,RC,,0,0,87
2021-05-07,RN,,8,6,165
2021-05-07,RS,,33,19,1738
2021-05-07,S,,11,4,19
2021-05-07,T,,1,2,967
2021-05-08,A,,11,4,75
2021-05-08,B,,1,0,78
2021-05-08,C,,1,0,104
2021-05-08,D,,97,1,405
2021-05-08,E,,43,9,63
2021-05-08,FN,,5,0,41
2021-05-08,FS,,23,0,169
2021-05-08,GN,,24,3,391
2021-05-08,GS,,3,0,37
2021-05-08,HE,,10,0,4
2021-05-08,HW,,33,1,10
2021-05-08,KE,,5,15,534
2021-05-08,KW,,159,0,1027
2021-05-08,L,,39,13,103
2021-05-08,ME,,5,8,59
2021-05-08,MW,,39,5,267
2021-05-08,N,,3,0,120
2021-05-08,PN,,5,0,134
2021-05-08,PS,,0,0,1283
2021-05-08,RC,,0,0,35
2021-05-08,RN,,7,6,188
2021-05-08,RS,,25,16,1750
2021-05-08,S,,14,6,18
2021-05-08,T,,1,2,919
2021-05-09,A,,9,4,70
2021-05-09,B,,1,0,72
2021-05-09,C,,1,0,91
2021-05-09,D,,86,1,396
2021-05-09,E,,36,9,62
2021-05-09,FN,,5,0,40
2021-05-09,FS,,16,0,154
2021-05-09,GN,,18,3,345
2021-05-09,GS,,2,0,16
2021-05-09,HE,,9,0,3
2021-05-09,HW,,32,1,11
2021-05-09,KE,,5,15,522
2021-05-09,KW,,146,0,971
2021-05-09,L,,40,11,101
2021-05-09,ME,,4,8,51
2021-05-09,MW,,34,5,236
2021-05-09,N,,2,0,120
2021-05-09,PN,,7,0,143
2021-05-09,PS,,0,0,1188
2021-05-09,RC,,0,0,26
2021-05-09,RN,,4,6,194
2021-05-09,RS,,20,16,1589
2021-05-09,S,,14,6,18
2021-05-09,T,,1,2,864
2021-05-10,A,14235,8,4,68
2021-05-10,B,3601,1,0,70
2021-05-10,C,6383,1,0,86
2021-05-10,D,30417,80,1,379
2021-05-10,E,18721,40,8,60
2021-05-10,FN,24555,5,0,43
2021-05-10,FS,18667,10,0,140
2021-05-10,GN,26112,15,2,305
2021-05-10,GS,20182,4,0,15
2021-05-10,HE,22179,8,0,4
2021-05-10,HW,25284,43,1,19
2021-05-10,KE,40913,5,12,520
2021-05-10,KW,47479,135,0,941
2021-05-10,L,23062,40,10,93
2021-05-10,ME,19126,4,5,48
2021-05-10,MW,21136,37,5,243
2021-05-10,N,30579,2,0,120
2021-05-10,PN,38942,9,0,158
2021-05-10,PS,29529,0,0,1187
2021-05-10,RC,44263,0,0,72
2021-05-10,RN,19046,3,5,184
2021-05-10,RS,39887,17,20,1611
2021-05-10,S,29561,11,6,19
2021-05-10,T,31459,1,2,830
2021-05-11,A,14765,7,4,62
2021-05-11,B,3690,1,0,69
2021-05-11,C,6485,0,0,83
2021-05-11,D,31319,75,1,372
2021-05-11,E,19372,36,7,62
2021-05-11,FN,25203,5,0,41
2021-05-11,FS,19129,7,0,121
2021-05-11,GN,26758,13,2,315
2021-05-11,GS,20883,4,0,14
2021-05-11,HE,22844,6,0,4
2021-05-11,HW,26105,41,1,21
2021-05-11,KE,42425,6,14,531
2021-05-11,KW,49152,126,0,918
2021-05-11,L,23736,33,10,96
2021-05-11,ME,19715,6,2,69
2021-05-11,MW,21621,31,5,226
2021-05-11,N,31251,1,0,138
2021-05-11,PN,40884,8,0,201
2021-05-11,PS,30544,5,0,1155
2021-05-11,RC,45979,0,0,72
2021-05-11,RN,19973,3,5,154
2021-05-11,RS,41359,18,21,1715
2021-05-11,S,30364,11,6,22
2021-05-11,T,32204,1,2,794
2021-05-12,A,,8,4,50
2021-05-12,B,,1,0,67
2021-05-12,C,,0,0,80
2021-05-12,D,,72,1,386
2021-05-12,E,,33,8,58
2021-05-12,FN,,4,0,38
2021-05-12,FS,,9,0,109
2021-05-12,GN,,8,1,280
2021-05-12,GS,,4,0,12
2021-05-12,HE,,6,0,5
2021-05-12,HW,,56,1,26
2021-05-12,KE,,5,15,541
2021-05-12,KW,,117,0,890
2021-05-12,L,,29,10,92
2021-05-12,ME,,7,5,81
2021-05-12,MW,,29,5,225
2021-05-12,N,,1,0,104
2021-05-12,PN,,5,0,236
2021-05-12,PS,,4,0,1089
2021-05-12,RC,,0,0,87
2021-05-12,RN,,7,5,133
2021-05-12,RS,,15,22,1723
2021-05-12,S,,11,6,22
2021-05-12,T,,1,2,740
2021-05-17,A,15041,38,2,38
2021-05-17,B,3753,55,0,55
2021-05-17,C,6564,56,0,56
2021-05-17,D,31872,367,1,367
2021-05-17,E,19734,44,5,44
2021-05-17,FN,25561,27,0,27
2021-05-17,FS,19364,3,0,3
2021-05-17,GN,27119,202,0,202
2021-05-17,GS,21266,25,0,25
2021-05-17,HE,23198,3,0,3
2021-05-17,HW,26607,39,1,39
2021-05-17,KE,43169,427,15,427
2021-05-17,KW,50074,727,0,727
2021-05-17,L,24072,70,7,70
2021-05-17,ME,20019,93,15,93
2021-05-17,MW,21878,182,4,182
2021-05-17,N,31607,82,0,82
2021-05-17,PN,41091,320,0,320
2021-05-17,PS,31116,814,0,814
2021-05-17,RC,46787,81,0,81
2021-05-17,RN,20403,87,5,87
2021-05-17,RS,42057,1384,17,1384
2021-05-17,S,30877,18,4,18
2021-05-17,T,32576,556,2,556
2021-05-18,A,15087,1,2,36
2021-05-18,B,3756,1,0,52
2021-05-18,C,6566,0,0,54
2021-05-18,D,31939,43,1,344
2021-05-18,E,19780,17,7,46
2021-05-18,FN,25594,2,0,24
2021-05-18,FS,19391,0,0,33
2021-05-18,GN,27162,7,0,165
2021-05-18,GS,21316,7,0,24
2021-05-18,HE,23253,1,0,3
2021-05-18,HW,26655,52,1,48
2021-05-18,KE,43287,2,15,403
2021-05-18,KW,50171,76,0,707
2021-05-18,L,24107,18,6,64
2021-05-18,ME,20058,13,15,93
2021-05-18,MW,21902,24,4,174
2021-05-18,N,31645,1,0,74
2021-05-18,PN,41142,6,0,303
2021-05-18,PS,31169,1,0,784
2021-05-18,RC,46909,0,0,78
2021-05-18,RN,20434,2,3,83
2021-05-18,RS,42147,1,18,1339
2021-05-18,S,30937,8,4,19
2021-05-18,T,32605,1,2,518
2021-05-20,A,15167,0,1,18
2021-05-20,B,3777,1,0,44
2021-05-20,C,6583,0,0,51
2021-05-20,D,32097,42,1,319
2021-05-20,E,19868,22,6,40
2021-05-20,FN,25685,2,0,19
2021-05-20,FS,19453,0,0,29
2021-05-20,GN,27251,8,0,151
2021-05-20,GS,21406,5,0,40
2021-05-20,HE,23348,5,0,2
2021-05-20,HW,26765,47,1,51
2021-05-20,KE,43472,3,15,358
2021-05-20,KW,50435,68,0,651
2021-05-20,L,24229,13,4,66
2021-05-20,ME,20153,17,14,90
2021-05-20,MW,21987,17,4,165
2021-05-20,N,31752,1,0,65
2021-05-20,PN,41354,7,0,361
2021-05-20,PS,31344,2,0,669
2021-05-20,RC,47118,0,0,223
2021-05-20,RN,20542,4,0,37
2021-05-20,RS,42366,0,17,1224
2021-05-20,S,31062,8,4,19
2021-05-20,T,32696,1,2,476
2021-05-21,A,15238,0,1,11
2021-05-21,B,3783,0,0,42
2021-05-21,C,6586,0,0,50
2021-05-21,D,32167,36,1,294
2021-05-21,E,19930,21,5,38
2021-05-21,FN,25745,2,0,19
2021-05-21,FS,19477,1,0,7
2021-05-21,GN,27304,8,0,189
2021-05-21,GS,21456,5,0,46
2021-05-21,HE,23387,5,0,2
2021-05-21,HW,26825,35,1,46
2021-05-21,KE,43590,3,14,341
2021-05-21,KW,50605,69,0,619
2021-05-21,L,24288,13,2,56
2021-05-21,ME,20198,16,12,83
2021-05-21,MW,22033,12,4,151
2021-05-21,N,31804,1,0,55
2021-05-21,PN,41452,5,0,359
2021-05-21,PS,31418,1,0,649
2021-05-21,RC,47223,0,0,223
2021-05-21,RN,20583,4,0,15
2021-05-21,RS,42459,0,16,107
2021-05-21,S,31145,8,5,18
2021-05-21,T,32737,1,1,435
2021-05-22,A,15265,0,0,9
2021-05-22,B,3791,0,0,40
2021-05-22,C,6592,0,0,42
2021-05-22,D,32249,39,1,278
2021-05-22,E,19964,22,4,35
2021-05-22,FN,25771,2,0,16
2021-05-22,FS,19504,1,0,7
2021-05-22,GN,27353,9,0,200
2021-05-22,GS,21491,4,0,54
2021-05-22,HE,23426,4,0,3
2021-05-22,HW,26885,31,1,43
2021-05-22,KE,43686,3,11,315
2021-05-22,KW,50737,57,0,610
2021-05-22,L,24324,7,2,50
2021-05-22,ME,20245,10,9,81
2021-05-22,MW,22068,13,4,155
2021-05-22,N,31829,0,0,63
2021-05-22,PN,41556,5,0,391
2021-05-22,PS,31474,1,0,616
2021-05-22,RC,47366,0,0,222
2021-05-22,RN,20641,4,1,19
2021-05-22,RS,42553,0,15,1054
2021-05-22,S,31192,6,4,20
2021-05-22,T,32781,1,1,394
2021-05-23,A,,0,0,6
2021-05-23,B,,0,0,36
2021-05-23,C,,0,0,39
2021-05-23,D,,34,1,274
2021-05-23,E,,17,4,38
2021-05-23,FN,,1,0,15
2021-05-23,FS,,0,0,0
2021-05-23,GN,,13,0,214
2021-05-23,GS,,4,0,51
2021-05-23,HE,,4,0,3
2021-05-23,HW,,29,1,41
2021-05-23,KE,,3,9,318
2021-05-23,KW,,55,0,602
2021-05-23,L,,11,2,52
2021-05-23,ME,,8,7,77
2021-05-23,MW,,12,4,143
2021-05-23,N,,0,0,56
2021-05-23,PN,,6,0,396
2021-05-23,PS,,1,0,560
2021-05-23,RC,,0,0,222
2021-05-23,RN,,3,0,20
2021-05-23,RS,,0,11,975
2021-05-23,S,,6,4,20
2021-05-23,T,,1,1,376
2021-05-24,A,15308,0,0,19
2021-05-24,B,3798,0,0,32
2021-05-24,C,6603,0,0,38
2021-05-24,D,32370,32,1,275
2021-05-24,E,20017,16,4,37
2021-05-24,FN,25848,1,0,13
2021-05-24,FS,19540,0,0,7
2021-05-24,GN,27437,15,0,240
2021-05-24,GS,21561,3,0,47
2021-05-24,HE,23502,4,0,3
2021-05-24,HW,26954,33,1,50
2021-05-24,KE,43879,2,10,325
2021-05-24,KW,50967,53,0,591
2021-05-24,L,24396,10,2,54
2021-05-24,ME,20307,8,7,76
2021-05-24,MW,22131,11,4,143
2021-05-24,N,31895,0,0,64
2021-05-24,PN,41739,7,0,390
2021-05-24,PS,31613,1,0,540
2021-05-24,RC,47595,0,0,174
2021-05-24,RN,20754,3,0,20
2021-05-24,RS,42709,0,10,934
2021-05-24,S,31302,6,4,18
2021-05-24,T,32865,1,1,355
2021-05-25,A,15331,0,0,21
2021-05-25,B,3806,0,0,39
2021-05-25,C,6615,0,0,36
2021-05-25,D,32457,32,1,266
2021-05-25,E,20056,18,4,35
2021-05-25,FN,25882,1,0,12
2021-05-25,FS,19560,0,0,0
2021-05-25,GN,27479,14,0,248
2021-05-25,GS,21594,7,0,46
2021-05-25,HE,23551,3,0,3
2021-05-25,HW,27001,29,1,48
2021-05-25,KE,43949,2,10,326
2021-05-25,KW,51058,50,0,574
2021-05-25,L,24445,9,2,54
2021-05-25,ME,20343,7,5,72
2021-05-25,MW,22156,10,4,140
2021-05-25,N,31941,0,0,65
2021-05-25,PN,41814,9,0,380
2021-05-25,PS,31668,0,0,544
2021-05-25,RC,47681,0,0,174
2021-05-25,RN,20789,3,2,28
2021-05-25,RS,42771,0,10,888
2021-05-25,S,31361,5,4,18
2021-05-25,T,32939,1,1,359
2021-05-26,A,15369,0,0,
2021-05-26,B,3814,0,0,34
2021-05-26,C,6620,0,0,34
2021-05-26,D,32512,29,1,264
2021-05-26,E,20097,17,5,48
2021-05-26,FN,25906,2,0,12
2021-05-26,FS,19581,0,0,42
2021-05-26,GN,27520,16,0,261
2021-05-26,GS,21630,7,0,66
2021-05-26,HE,23592,2,0,3
2021-05-26,HW,27051,17,1,52
2021-05-26,KE,44034,2,9,326
2021-05-26,KW,51166,41,0,558
2021-05-26,L,24501,9,2,55
2021-05-26,ME,20374,6,3,67
2021-05-26,MW,22182,10,3,132
2021-05-26,N,31980,0,0,72
2021-05-26,PN,41901,12,0,385
2021-05-26,PS,31709,0,0,512
2021-05-26,RC,47823,0,0,157
2021-05-26,RN,20859,3,2,47
2021-05-26,RS,42863,0,10,798
2021-05-26,S,31435,5,4,17
2021-05-26,T,32989,1,1,353
2021-05-27,A,15397,0,0,37
2021-05-27,B,3817,0,0,31
2021-05-27,C,6634,0,0,31
2021-05-27,D,32571,27,1,251
2021-05-27,E,20120,16,5,48
2021-05-27,FN,25947,1,0,13
2021-05-27,FS,19597,0,0,73
2021-05-27,GN,27555,15,0,252
2021-05-27,GS,21657,6,0,75
2021-05-27,HE,23632,1,0,4
2021-05-27,HW,27091,16,1,37
2021-05-27,KE,44115,2,8,318
2021-05-27,KW,51277,42,0,543
2021-05-27,L,24546,8,2,53
2021-05-27,ME,20395,6,2,57
2021-05-27,MW,22205,10,3,126
2021-05-27,N,32017,0,0,73
2021-05-27,PN,41967,16,0,424
2021-05-27,PS,31762,0,0,474
2021-05-27,RC,47915,0,0,157
2021-05-27,RN,20908,2,2,59
2021-05-27,RS,42938,0,12,761
2021-05-27,S,31524,5,4,17
2021-05-27,T,33032,1,1,312
2021-05-28,A,15429,0,0,33
2021-05-28,B,3821,0,0,28
2021-05-28,C,6640,0,0,29
2021-05-28,D,32605,25,1,234
2021-05-28,E,20138,15,5,47
2021-05-28,FN,25983,1,0,9
2021-05-28,FS,19608,4,0,88
2021-05-28,GN,27595,15,0,245
2021-05-28,GS,21682,6,0,66
2021-05-28,HE,23670,1,0,2
2021-05-28,HW,27129,11,1,34
2021-05-28,KE,44167,2,8,301
2021-05-28,KW,51371,46,0,524
2021-05-28,L,24575,7,2,49
2021-05-28,ME,20417,6,1,49
2021-05-28,MW,22224,10,3,120
2021-05-28,N,32040,0,0,60
2021-05-28,PN,42025,16,0,392
2021-05-28,PS,31800,0,0,418
2021-05-28,RC,48006,0,0,157
2021-05-28,RN,20948,2,2,70
2021-05-28,RS,43001,0,12,736
2021-05-28,S,31575,5,4,17
2021-05-28,T,33072,0,1,305
2021-05-29,A,13949,0,0,29
2021-05-29,B,3549,0,0,23
2021-05-29,C,6294,0,0,27
2021-05-29,D,29789,21,1,230
2021-05-29,E,18299,11,2,47
2021-05-29,FN,24177,1,0,10
2021-05-29,FS,18415,5,0,117
2021-05-29,GN,25644,12,0,242
2021-05-29,GS,19767,6,0,57
2021-05-29,HE,21716,1,0,2
2021-05-29,HW,24761,10,1,31
2021-05-29,KE,39867,1,8,301
2021-05-29,KW,46373,47,0,510
2021-05-29,L,22625,6,1,41
2021-05-29,ME,18765,5,2,44
2021-05-29,MW,20870,10,3,123
2021-05-29,N,30152,0,0,61
2021-05-29,PN,38011,16,0,416
2021-05-29,PS,28848,0,0,379
2021-05-29,RC,43179,0,0,157
2021-05-29,RN,18442,1,2,83
2021-05-29,RS,38780,0,11,773
2021-05-29,S,29076,7,4,16
2021-05-29,T,31006,0,3,305
2021-05-30,A,15498,0,0,27
2021-05-30,B,3825,0,0,22
2021-05-30,C,6646,0,0,28
2021-05-30,D,32712,20,1,223
2021-05-30,E,20175,14,2,57
2021-05-30,FN,26059,1,0,16
2021-05-30,FS,19650,7,0,134
2021-05-30,GN,27665,10,0,222
2021-05-30,GS,21761,5,0,53
2021-05-30,HE,23728,1,0,1
2021-05-30,HW,27230,7,1,29
2021-05-30,KE,44277,1,8,304
2021-05-30,KW,51560,44,0,524
2021-05-30,L,24652,11,3,54
2021-05-30,ME,20472,3,1,36
2021-05-30,MW,22288,8,3,116
2021-05-30,N,32117,0,0,62
2021-05-30,PN,42176,14,0,455
2021-05-30,PS,31916,0,0,352
2021-05-30,RC,48178,0,0,157
2021-05-30,RN,21044,5,2,94
2021-05-30,RS,43140,0,8,726
2021-05-30,S,31687,7,4,16
2021-05-30,T,33152,0,3,291
2021-05-31,A,15509,0,0,34
2021-05-31,B,3829,0,0,18
2021-05-31,C,6647,0,0,25
2021-05-31,D,32757,25,1,217
2021-05-31,E,20196,11,2,54
2021-05-31,FN,26081,1,0,18
2021-05-31,FS,19663,8,0,130
2021-05-31,GN,27692,11,0,217
2021-05-31,GS,21772,3,0,51
2021-05-31,HE,23743,0,0,0
2021-05-31,HW,27261,11,1,33
2021-05-31,KE,44322,1,8,288
2021-05-31,KW,51615,41,0,513
2021-05-31,L,24671,8,3,51
2021-05-31,ME,20481,0,1,23
2021-05-31,MW,22302,9,3,121
2021-05-31,N,32132,0,0,59
2021-05-31,PN,42207,11,0,446
2021-05-31,PS,31940,0,0,307
2021-05-31,RC,48248,0,0,157
2021-05-31,RN,21080,5,2,93
2021-05-31,RS,43199,0,8,728
2021-05-31,S,31727,7,3,14
2021-05-31,T,33175,0,3,280
2021-06-01,A,,0,0,32
2021-06-01,B,,0,0,20
2021-06-01,C,,0,0,24
2021-06-01,D,,28,1,226
2021-06-01,E,,11,2,48
2021-06-01,FN,,1,0,16
2021-06-01,FS,,6,0,124
2021-06-01,GN,,10,0,221
2021-06-01,GS,,3,0,46
2021-06-01,HE,,0,0,0
2021-06-01,HW,,9,1,36
2021-06-01,KE,,0,6,259
2021-06-01,KW,,44,0,490
2021-06-01,L,,7,2,48
2021-06-01,ME,,0,1,13
2021-06-01,MW,,9,2,125
2021-06-01,N,,0,0,55
2021-06-01,PN,,11,0,429
2021-06-01,PS,,0,0,290
2021-06-01,RC,,0,0,164
2021-06-01,RN,,5,2,93
2021-06-01,RS,,0,8,649
2021-06-01,S,,7,2,16
2021-06-01,T,,0,3,279
2021-06-02,A,15551,0,0,26
2021-06-02,B,3837,0,0,21
2021-06-02,C,6655,0,0,19
2021-06-02,D,32859,27,1,239
2021-06-02,E,20229,11,2,48
2021-06-02,FN,26138,2,0,16
